text,service,food,anecdotes/miscellaneous,price,ambience
its a shame that a nice convenient place like the pink pony can be so ruined by lousy service,1,0,0,0,1
this is the first time citysearch didt call it right,0,0,1,0,0
you should pass on the calamari,0,1,0,0,0
the porcini mushroom pasta special was tasteless so was the seafood tagliatelle,0,1,0,0,0
try the spicy wontons and the salt pepper shrimps,0,1,0,0,0
the food portions are really large,0,1,0,0,0
the fries are yummy,0,1,0,0,0
friendly and informative staff very attentive and prompt raw bar service,1,0,0,0,0
best taiwanese food in ny,0,1,0,0,0
i have eaten at many pizza places around nyc and this is hands down the worst,0,0,1,0,0
this place is a great stop for great food,0,1,0,0,0
all the pastas are fantastic and the homemade lasagna is some of the best that i have had in the city,0,1,0,0,0
what for,0,0,1,0,0
fantastic,0,0,1,0,0
they were dry and disgusting i didnt even finish my first piece,0,1,0,0,0
highly recommended for a first date,0,0,1,0,0
we laughed when he finally offered us a dessert menu and we left a 10 percent tip which was generous i feel,1,0,0,0,0
and the prices were way to high for what you get,0,0,0,1,0
but people from sichuan will die for it   chongqing hot pot chongqing was the biggest city of sichuan now became an independent province,0,0,1,0,0
skip baroanda down the street eurotrashy snooty and expensive and check this place out,0,0,1,0,0
skip this location and go to the one in soho,0,0,1,0,0
the staff ignored my friends and i the entire time we were there,1,0,0,0,0
yet paired with such rude service would never recommend for anyone interested in carrying any kind of conversation while there,1,0,0,0,0
i went to areo on a sunday afternoon with four of my girlfriends and spent three enjoyable hours there,0,0,1,0,0
the inhouse lady dj on saturday nights has outrageously good taste in music and moreover takes requests,0,0,0,0,1
i need at least three rolls to be full and thats at least 1400,0,0,0,1,0
anyone who ever dined at a thai restaurant is in for a huge disappointment,0,0,1,0,0
all of it was simply amazing unique and tasty and best of all it didnt break the bank,0,1,0,1,0
great wine list reasonably pricedsara,0,1,0,1,0
the hot dogs were cold in the middle and the buns were stale,0,1,0,0,0
while the food was excellent it wasnt cheap though not extremely expensive either,0,1,0,1,0
beef noodle soup is good as well,0,1,0,0,0
i was so sad to read the bad reviews this place got,0,0,1,0,0
delivery service is great too,1,0,0,0,0
the foods dazzling flavors overwhelm the palate truly embracing the beauty of authentic thai cuisine,0,1,0,0,0
i recieved prompt service with a smile,1,0,0,0,0
they pray to their food gods to make them into a good pizza like vts,0,1,0,0,0
the place was quiet and delightful,0,0,0,0,1
molto bene,0,0,1,0,0
the best ive found outside of the chinatown masters,0,1,0,0,0
they are amazing,0,0,1,0,0
avoid this place,0,0,1,0,0
the food is a diamond in rough  the food is delicious and homemade with the perfect balance of herbs and tomatoes,0,1,0,0,0
a must try,0,0,1,0,0
as much as i like the food there i cant bring myself to go back,0,1,1,0,0
it looked like shredded cheese partly done  still in strips,0,1,0,0,0
the prices and ambience are especially great considering its in the west village,0,0,0,1,1
the soup is pretty good too,0,1,0,0,0
it is so easy to get a reservation at a top place in nyc with a weeks notice,0,0,1,0,0
i have never better enjoyed humble root vegetables or a mushroom consomme  and this chef accomplishes without fats,0,1,0,0,0
if you go to roths try to be served by mike he is great,1,0,0,0,0
based on a visit a month ago i returned the week before christmas and was hugely disappointed,0,0,1,0,0
went here on a friends reccomendation,0,0,1,0,0
not the food not the ambiance  not the service i agree with the previous reviews you wait and wait  the wait staff are very rude and when you get in they are looking to get you right out ,1,0,0,0,0
i love essabagel but i live on the west side so i often go to murrays for convenience,0,0,1,0,0
i always get the shabushabu dinner and the beef is always fresh,0,1,0,0,0
the pizza was delivered cold and the cheese wasnt even fully melted,0,1,0,0,0
we were very surprised by how good the food was on our first visit here on a sunday night,0,1,0,0,0
nha trang while being notorious for utter lack of comfort and decor horribly slow wait staff and horribly quick meals is one of the best vietnamese restaurants ive ever been to the pho is delicious and comes with very fresh vegtables,1,1,0,0,1
on the other hand if you are not fooled easily you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse and food that will outshine in presentaion taste choice quality and quantity,1,1,0,0,1
we will definitely go back,0,0,1,0,0
i live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of the pizza place at 3am,0,0,1,0,0
is just the way it was in days gone by,0,0,1,0,0
if i could rate the people this place would be off the charts  unfortunately  the pizza sorry  not the best in nyc,1,1,0,0,0
the food is amazing,0,1,0,0,0
having not been home in the last 2 years may skew this reviewer a bit but the food was tasty and spicy sans the oil that comes floating along at similar venues,0,1,0,0,0
the portions are now very small the sauces are overlyambitious usually inedible while the service is still good the restaurant due to its popularity seems frantic,1,1,0,0,0
for the price you cannot eat this well in manhattan,0,1,0,1,0
the owner is very friendly and a great guy go try his pizza youll like it,1,1,0,0,0
the atmosphere is great,0,0,0,0,1
it can be a very fun experience with a group and kids 6 and over would love it,0,0,0,0,1
with so many good restaurants on the uws i dont need overpriced food absurdly arrogant waitstaff who dont recognize they work at a glorified diner clumsy service and management that doesnt care,1,1,0,1,0
i tend to judge a sushi restaurant by its sea urchin which was heavenly at sushi rose,0,1,0,0,0
the service is a little scatty at times but all is forgiven when the food arrives,1,1,0,0,0
the bruscetta is a bit soggy but the salads were fresh included a nice mix of greens not iceberg all dishes are served piping hot from the kitchen,0,1,0,0,0
and evaluated on those terms pastis is simply wonderful,0,0,1,0,0
the atmosphere isnt the greatest  but i suppose thats how they keep the prices down ,0,0,0,1,1
the pickles were great addition,0,1,0,0,0
if your favorite chinese food is general tao chicken then this is not your place,0,1,0,0,0
you must try the shrimp appetizers,0,1,0,0,0
not only is the cuisine the best around the service has always been attentive and charming,1,1,0,0,0
filled with suits though so you never really feel terribly comfortable,0,0,0,0,1
the production is a symphony alot of fun to experiencethe food sublime for the most part,0,1,1,0,0
waiters tend to forget drinks completely food portions are so tiny two people have trouble sharing one entree,1,1,0,0,0
my wife and i have been going to nyc for years and wouldnt miss roxys food is expensive but its new york,0,0,1,1,0
its like you are transported to the italian countryside very romantic and filled with antiques,0,0,0,0,1
the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan,0,1,0,0,0
just go and see for yourself,0,0,1,0,0
the restaurant was packed at first so we waited at the bar for about 20 minutes before we were seated,0,0,1,0,0
interesting selection good wines service fine fun decor,1,1,0,0,1
i hate this,0,0,1,0,0
any if you have a reservation youll wait for max 5 minutes  so have a drink at the bar,1,0,0,0,0
whether its the parmesean porcini souffle or the lamb glazed with balsamic vinegar you will surely be transported to northern italy with one bite,0,1,0,0,0
that place was awesome  sally ,0,0,1,0,0
the food at this place is gourmet indian cuisine,0,1,0,0,0
finally a reliable chinese restaurant,0,0,1,0,0
get over it,0,0,1,0,0
but the thing that my wife and i hated was it was so loud and it felt like bar or pub,0,0,0,0,1
however it just so happens that theres an even more amazing place just down the street,0,0,1,0,0
while there are plenty of places to go for a good corned beef sandwich katzs has a charm about it,0,1,0,0,0
however looking at the table next to ours we both sort of wished we had ordered pizza which looked perrrrrrrrrfect,0,1,0,0,0
priced at upper intermediate range,0,0,0,1,0
the fish was adequate but inexpertly sliced,0,1,0,0,0
i recommend ordering in on a weeknight,0,0,1,0,0
if you live in new york city youll find better food at small restaurants outside of time square and spend half the amount,0,1,0,1,0
try the olive cream cheese or the lox spread on a whole wheat everything bagel,0,1,0,0,0
while its not nobu it sure is a great deal and you definitely will leave feeling satisfied and full,0,1,1,0,0
so my husband made up an excuse so we can leave,0,0,1,0,0
its very spicy but not offensive,0,1,0,0,0
they didnt disappoint service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table,1,0,0,0,0
i dont know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer,0,0,1,0,1
the rice to fish ration was also goodthey didnt try to overpack the rice,0,1,0,0,0
they used shredded cheese on top,0,1,0,0,0
they are located in the middle of chinatown,0,0,1,0,0
